property_type,society,sector,price,pricePerSqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,others,store room,pooja room,servant room,furnishing_type,luxury_score,area_per_bedroom
flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderately Old,1751.0,0,0,0,0,1,5,178,645.0
flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,1893.0,0,0,0,0,1,2,192,697.3333333333334
flat,dlf the ultima,sector 81,2.26,10762.0,3,4,3+,17.0,New Property,1900.0,0,0,0,0,1,2,199,700.0
flat,ambience creacions,sector 22,4.78,15469.0,3,4,3,7.0,Relatively New,2500.0,0,1,0,0,1,2,126,1030.0
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,0,0,0,1,1,205,600.0
flat,ireo skyon,sector 60,3.75,13393.0,4,4,3,12.0,Relatively New,2650.0,0,0,0,0,1,5,46,700.0
flat,ambience creacions,sector 22,6.16,20533.0,4,5,3+,10.0,New Property,3333.0,0,0,0,1,1,1,46,750.0
flat,m3m golfestate,sector 65,5.3,24212.0,3,3,3,38.0,Moderately Old,2506.0,0,0,0,0,1,5,46,729.6666666666666
flat,umang winter hills,sector 77,0.75,5589.0,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,5,133,671.0
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,1,137,496.6666666666667
flat,godrej,sector 79,2.0,8475.0,3,4,3+,9.0,Relatively New,1963.0,0,0,0,0,1,0,143,786.6666666666666
flat,mapsko mount ville,sector 79,1.3,8725.0,3,3,3,19.0,Relatively New,1176.0,0,0,1,0,0,1,137,496.6666666666667
flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,2222.0,0,0,0,0,1,2,40,666.6666666666666
flat,kw royal court,sector 39,2.0,6250.0,5,4,3,9.0,Old Property,3556.0,0,0,0,0,1,2,46,640.0
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively New,1765.0,0,1,0,0,1,0,46,650.0
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,14.0,Relatively New,1394.0,1,0,0,0,0,0,30,767.0
flat,cghs airport apartment,sector 47,1.65,7857.0,3,3,3,1.0,Old Property,1906.0,0,1,0,0,0,1,134,700.0
flat,gls avenue 51,sector 92,0.21,6954.0,1,1,1,0.0,Relatively New,336.0,0,0,0,0,0,0,82,302.0
flat,kamroon court,sector 43,2.75,13750.0,3,4,3+,5.0,Moderately Old,2222.0,0,1,0,0,1,1,46,666.6666666666666
flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively New,2250.0,0,0,0,1,1,5,160,587.5
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,4,3+,10.0,Moderately Old,2086.0,0,0,0,0,1,1,141,695.3333333333334
flat,tata primanti,sector 72,4.1,13726.0,3,3,3,8.0,Moderately Old,2308.0,0,0,0,0,1,0,56,995.6666666666666
flat,chd avenue,sector 71,1.12,6215.0,3,4,3,0.0,Moderately Old,1631.0,0,0,0,0,1,0,80,600.6666666666666
flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,10.0,Moderately Old,1222.0,1,0,0,0,0,1,98,675.0
flat,dlf the crest,sector 54,11.0,35484.0,4,5,3+,7.0,Relatively New,3444.0,1,0,0,1,1,0,46,775.0
flat,dlf regal gardens,sector 90,1.26,7403.0,3,3,3,6.0,Relatively New,1603.0,0,1,0,0,0,1,30,567.3333333333334
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,2005.0,0,0,0,0,0,0,51,623.0
flat,bestech park view city,sector 49,2.9,12170.0,4,4,3+,5.0,Moderately Old,2157.0,0,0,0,0,1,0,133,595.75
flat,dlf the skycourt,sector 86,1.59,8243.0,3,3,3,17.0,Relatively New,1700.0,0,1,0,0,0,1,190,643.0
flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Relatively New,1881.0,0,0,0,0,1,2,149,710.6666666666666
flat,emaar palm gardens,sector 83,1.48,7789.0,3,3,3,7.0,Relatively New,1549.0,0,0,0,0,1,0,79,633.3333333333334
flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,4.0,Relatively New,978.23,1,0,0,0,0,0,145,367.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14069.0,3,3,3+,1.0,Relatively New,1644.0,0,0,0,0,0,0,86,483.3333333333333
flat,orris aster court premier,sector 85,1.5,5859.0,4,5,3+,6.0,New Property,2017.0,0,0,0,0,1,1,28,640.0
flat,orris aster court premier,sector 85,1.49,5820.0,4,5,3+,10.0,Relatively New,2017.0,0,0,0,0,1,1,98,640.0
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,1650.0,0,0,0,0,1,1,28,706.6666666666666
flat,shree vardhman flora,sector 90,0.86,6255.0,3,4,3,0.0,Relatively New,1525.0,0,0,0,0,1,1,98,458.3333333333333
flat,orris carnation residency,sector 85,0.9,4532.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,1,38,496.5
flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,0,0,0,1,0,46,655.0
flat,tulip violet,sector 69,1.85,9204.0,4,4,2,14.0,Relatively New,1819.0,0,0,0,0,0,1,182,502.5
flat,puri emerald bay,sector 104,2.65,15006.0,3,4,3,15.0,Relatively New,2090.0,0,0,0,0,1,5,197,588.6666666666666
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3,3,3,7.0,Relatively New,1315.0,0,0,0,1,0,5,205,550.0
flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,5,46,581.6666666666666
flat,puri emerald bay,sector 104,1.32,8516.0,2,2,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,152,775.0
flat,vatika city homes,sector 83,0.8,6061.0,2,2,2,8.0,Moderately Old,1195.0,0,0,1,0,0,0,43,660.0
flat,experion the heartsong,sector 108,1.2,6826.0,3,2,3+,11.0,Relatively New,1550.0,0,0,0,1,1,1,205,586.0
flat,paras dews,sector 106,1.17,6648.0,3,4,3+,12.0,Relatively New,1186.0,0,0,0,0,1,0,46,586.6666666666666
flat,paras dews,sector 106,1.15,6053.0,3,4,3,5.0,Relatively New,1305.0,1,0,0,0,1,0,46,633.3333333333334
flat,la vida by tata housing,sector 113,2.48,14091.0,3,3,3+,8.0,New Property,1760.0,0,0,0,0,1,0,85,586.6666666666666
flat,shri banke bihari society,sector 56,1.35,9643.0,3,3,3+,4.0,Old Property,1450.0,0,1,0,0,0,1,197,466.6666666666667
flat,indiabulls centrum park,sector 103,1.15,8679.0,2,2,3,10.0,Relatively New,1080.0,1,0,0,0,0,5,197,662.5
flat,sobha city,sector 108,2.95,14728.0,3,4,2,12.0,Relatively New,2003.0,0,0,0,0,0,0,46,667.6666666666666
flat,m3m merlin,sector 67,3.4,14419.0,3,4,3,17.0,Relatively New,2134.0,0,0,0,0,1,5,197,786.0
flat,m3m merlin,sector 67,2.8,13672.0,3,3,3,2.0,Relatively New,2048.0,0,0,1,0,0,2,205,682.6666666666666
flat,ats kocoon,sector 109,2.15,10263.0,3,4,3,9.0,Relatively New,1896.0,0,0,0,0,1,0,119,698.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,0,116,573.6666666666666
flat,puri diplomatic greens,sector 111,3.45,11695.0,4,5,3+,10.0,Relatively New,2670.0,0,0,0,0,1,0,123,737.5
flat,indiabulls enigma,sector 110,3.3,9851.0,4,5,3,7.0,Relatively New,3032.0,0,0,0,0,1,0,127,837.5
flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,11.0,Relatively New,2072.0,0,0,0,0,1,0,135,763.3333333333334
flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,11.0,Relatively New,2851.0,0,0,0,0,1,0,135,787.5
flat,paras dews,sector 106,1.42,6030.0,4,6,3+,11.0,Relatively New,2131.0,0,0,0,0,1,0,166,588.75
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3+,15.0,Relatively New,2276.0,0,0,0,0,0,0,126,569.0
flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3+,8.0,Relatively New,2515.0,0,0,0,0,0,0,127,694.75
flat,sobha city,sector 108,1.9,13758.0,2,2,2,8.0,Relatively New,1250.0,0,0,0,0,0,0,116,690.5
flat,sobha city,sector 108,3.25,15685.0,3,3,3,12.0,Relatively New,2072.0,0,0,0,0,0,0,122,690.6666666666666
flat,sbtl caladium,sector 109,1.6,6287.0,3,3,3,9.0,Relatively New,2303.0,0,0,0,0,1,0,95,848.3333333333334
flat,m3m woodshire,sector 107,0.82,6003.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,0,136,683.0
flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,1,0,0,0,0,18,215.0
flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5.0,Relatively New,717.0,0,1,0,0,0,0,18,215.0
flat,signature global solera,sector 107,0.28,5726.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,0,57,244.5
flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3.0,Relatively New,543.0,0,0,0,0,0,0,57,244.5
flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10.0,Relatively New,1167.0,0,0,0,0,1,0,183,525.0
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,189,683.0
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3,3,3,10.0,Relatively New,1315.0,0,0,0,0,1,0,189,341.0
flat,pareena coban residences,sector 99a,1.1,7097.0,2,2,3,9.0,New Property,1368.0,1,0,0,0,0,0,106,775.0
flat,ireo the corridors,sector 67a,1.4,9434.0,2,2,2,8.0,Relatively New,1149.0,1,1,0,0,0,0,88,742.0
flat,tulip violet,sector 69,1.42,8999.0,3,3,2,8.0,Relatively New,1428.0,0,0,0,1,0,1,93,526.0
flat,dlf the primus,sector 82a,2.95,11452.0,4,5,3+,10.0,Relatively New,2110.0,0,0,0,0,1,2,197,644.0
flat,ansal housing highland park,sector 103,1.1,6243.0,3,3,3+,7.0,New Property,1500.0,0,0,0,0,0,0,98,587.3333333333334
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,1201.0,0,0,0,1,0,1,205,683.0
flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,0,1,0,1,197,485.6666666666667
flat,m3m woodshire,sector 107,1.49,6311.0,3,4,3+,5.0,Relatively New,2137.0,0,0,1,0,1,1,205,787.0
flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,1,197,585.5
flat,godrej oasis,sector 88a,1.15,7116.0,2,2,3,14.0,Relatively New,1380.0,1,0,0,1,0,0,205,808.0
flat,satya the hermitage,sector 103,0.99,6653.0,3,4,3+,2.0,Relatively New,1731.0,0,0,0,1,1,1,197,496.0
flat,vatika gurgaon,sector 83,0.78,6265.0,2,2,2,3.0,Relatively New,850.0,1,0,0,1,0,1,197,622.5
flat,vatika gurgaon,sector 83,1.15,5808.0,3,3,2,3.0,Relatively New,1350.0,1,0,1,1,1,1,193,660.0
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1663.0,0,0,0,1,0,0,197,653.6666666666666
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,1186.0,1,0,0,0,1,5,66,716.3333333333334
flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,0,0,0,1,1,124,600.0
flat,tulip violet,sector 69,1.55,9823.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,1,163,526.0
flat,tulip white,sector 69,0.9,6000.0,3,2,3+,1.0,Relatively New,1326.0,0,0,0,0,0,1,185,500.0
flat,denso haryana housing society,sector 8,0.9,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,0,0,0,1,0,14,696.3333333333334
flat,the nav manesar apartment,sector 1,0.85,3953.0,3,3,3+,5.0,Moderately Old,1946.0,0,0,0,0,1,0,8,716.6666666666666
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,0,0,0,1,5,197,801.0
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2.0,Relatively New,1350.0,0,0,0,1,0,5,197,682.5
flat,umang winter hills,sector 77,1.05,5763.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,46,607.3333333333334
flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,9.0,New Property,2179.0,0,0,0,1,0,0,24,802.6666666666666
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20.0,Relatively New,1833.0,0,0,0,0,1,1,38,654.3333333333334
flat,m3m merlin,sector 67,3.4,14419.0,3,4,3+,16.0,Relatively New,2134.0,0,0,0,0,1,5,187,786.0
flat,m3m merlin,sector 67,3.5,14843.0,3,4,3+,15.0,Relatively New,2134.0,0,0,0,0,1,5,187,786.0
flat,ireo victory valley,sector 67,3.15,12847.0,3,4,3+,15.0,Relatively New,2219.0,0,0,0,1,1,5,171,817.3333333333334
flat,dlf the icon,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2570.0,0,1,0,1,1,0,146,643.75
flat,m3m merlin,sector 67,2.78,13581.0,3,3,3+,4.0,Relatively New,2047.0,0,0,0,1,0,5,190,682.3333333333334
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,1,0,46,533.3333333333334
flat,professors enclave cghs,sector 56,1.55,7750.0,3,3,3+,6.0,Moderately Old,1810.0,0,0,0,0,1,1,46,666.6666666666666
flat,ansal maple heights,sector 43,1.5,12658.0,3,3,3+,7.0,Old Property,1385.0,0,0,1,0,0,5,192,395.0
flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,0,0,0,1,5,185,625.0
flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10.0,Relatively New,2000.0,1,0,0,0,1,5,192,591.6666666666666
flat,m3m skywalk,sector 74,2.25,13636.0,3,3,2,9.0,Relatively New,1938.0,0,0,0,0,1,1,192,550.0
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,2167.0,0,0,0,0,1,0,36,487.5
flat,experion windchants,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2536.0,0,0,0,0,1,1,46,934.0
flat,capital residences 360,sector 70a,1.51,7642.0,3,3,3,7.0,Relatively New,1788.0,0,0,0,0,1,0,46,658.6666666666666
flat,bestech park view city,sector 48,2.7,11714.0,3,3,3+,7.0,Relatively New,2000.0,1,0,0,0,1,5,205,768.3333333333334
flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3+,11.0,Relatively New,2991.0,1,0,0,0,1,1,205,673.0
flat,tulip violet,sector 69,1.5,10714.0,3,3,2,8.0,Relatively New,1492.0,0,0,0,1,0,1,197,466.6666666666667
flat,bestech park view grand spa,sector 81,2.2,8271.0,3,4,3+,8.0,Relatively New,2481.0,0,0,0,0,1,5,197,886.6666666666666
flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,2,42,568.25
flat,signature global synera,sector 81,0.45,7525.0,2,2,2,6.0,Relatively New,664.0,0,0,1,0,0,1,48,299.0
flat,vatika gurgaon,sector 83,1.18,6801.0,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,0,28,578.3333333333334
flat,alpha corp gurgaonone,sector 84,0.85,6693.0,2,2,3,6.0,Relatively New,1158.0,0,0,0,0,0,1,30,635.0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1833.0,0,0,0,0,1,0,30,654.3333333333334
flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3+,10.0,Relatively New,3000.0,1,0,0,1,1,5,197,847.5
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8.0,Relatively New,2518.0,0,0,0,0,1,0,122,566.5
flat,sare homes,sector 92,0.8,5253.0,3,3,3,7.0,Relatively New,1692.0,1,0,0,0,0,1,91,507.6666666666667
flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7.0,Relatively New,2000.0,1,0,0,0,1,0,128,400.0
flat,m3m golfestate,sector 65,5.0,16667.0,3,3,3,2.0,Relatively New,3245.0,0,0,0,0,1,5,197,1000.0
flat,dlf the skycourt,sector 86,1.72,8917.0,3,3,1,8.0,Relatively New,1746.0,0,1,0,0,0,1,46,643.0
flat,emaar emerald hills,sector 65,1.95,13929.0,3,3,3+,1.0,New Property,1556.0,0,0,1,0,0,5,140,466.6666666666667
flat,mapsko paradise,sector 83,0.75,5597.0,3,3,3,10.0,New Property,1162.0,0,1,0,0,0,1,46,446.6666666666667
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively New,1983.0,0,0,0,0,1,0,45,730.3333333333334
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,10.0,Relatively New,2600.0,0,0,0,1,1,1,205,799.5
flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,1750.0,0,0,0,1,1,1,205,675.0
flat,unitech fresco,sector 50,1.14,8533.0,2,2,2,19.0,Moderately Old,1330.0,0,1,0,0,0,2,192,668.0
flat,ansal maple crescent,sector 43,1.35,10037.0,3,3,3,2.0,Old Property,1320.0,0,1,0,0,0,1,100,448.3333333333333
flat,prime habitat,sector 99a,0.27,6054.0,2,2,1,10.0,Relatively New,498.0,0,0,0,0,0,0,77,223.0
flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,20.0,Relatively New,2132.0,0,0,0,1,1,0,73,589.0
flat,dlf new town heights,sector 86,1.25,6477.0,3,4,3+,2.0,Relatively New,1747.0,0,0,0,1,1,0,73,643.3333333333334
flat,ss the leaf,sector 85,1.18,10727.0,2,2,3,9.0,Relatively New,1700.0,1,0,0,0,0,1,170,550.0
flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,1600.0,0,0,0,1,0,0,176,575.0
flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7.0,Moderately Old,1713.0,0,0,0,0,0,1,158,647.6666666666666
flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9.0,Moderately Old,3077.0,0,0,0,0,1,1,146,850.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,3,3,3,10.0,Relatively New,1676.0,0,0,0,0,0,0,70,617.3333333333334
flat,puri diplomatic greens,sector 111,3.65,12373.0,4,5,3+,17.0,Moderately Old,2670.0,0,0,0,0,1,1,153,737.5
flat,dlf regency park,sector 28,2.3,11819.0,3,3,3,7.0,Moderately Old,1777.0,0,0,0,0,1,0,134,648.6666666666666
flat,emaar mgf the palm drive,sector 66,3.4,15455.0,3,4,3,9.0,Relatively New,2200.0,0,0,1,0,1,5,123,733.3333333333334
flat,eldeco accolade,sector 33,1.14,6529.0,3,3,3+,4.0,Relatively New,1382.0,0,0,0,0,0,1,185,582.0
flat,eldeco accolade,sector 33,0.96,6571.0,2,2,3+,14.0,Relatively New,1131.0,1,0,0,0,0,1,176,730.5
flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,2150.0,0,0,0,0,1,0,197,653.3333333333334
flat,la vida by tata housing,sector 113,2.35,13352.0,3,4,3,3.0,Relatively New,1930.0,0,0,0,0,1,0,197,586.6666666666666
flat,pareena coban residences,sector 99a,1.05,6774.0,2,2,3,2.0,Relatively New,1390.0,1,0,0,0,0,0,46,775.0
flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,0,197,580.0
flat,pareena coban residences,sector 99a,1.08,6626.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,0,46,543.3333333333334
flat,tata gurgaon gateway,sector 113,1.75,10442.0,2,2,2,10.0,Relatively New,1430.0,1,0,0,0,0,0,118,838.0
flat,tata gurgaon gateway,sector 113,2.45,10788.0,3,3,3,8.0,Relatively New,2014.0,0,0,0,0,0,0,128,757.0
flat,ats kocoon,sector 109,1.68,9628.0,3,3,3,8.0,Relatively New,1579.0,0,0,0,0,0,0,164,581.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,126,627.5
flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,12.0,Relatively New,1757.0,0,0,0,0,1,0,115,673.3333333333334
flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,9.0,Relatively New,2200.0,0,0,0,0,1,0,127,733.3333333333334
flat,la vida by tata housing,sector 113,1.75,10492.0,2,2,3,10.0,Relatively New,1424.0,1,0,0,0,0,0,113,834.0
flat,sobha city,sector 108,2.6,15196.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,0,0,0,122,570.3333333333334
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,0,134,667.6666666666666
flat,m3m woodshire,sector 107,1.4,5930.0,3,4,3+,6.0,Relatively New,2137.0,0,0,0,0,1,0,142,787.0
flat,ats tourmaline,sector 109,2.95,9365.0,4,5,3+,10.0,Relatively New,2851.0,0,0,0,0,1,0,123,787.5
flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14.0,Relatively New,2339.0,0,0,0,0,1,0,123,861.6666666666666
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1584.0,0,0,0,0,0,0,117,583.3333333333334
flat,sbtl caladium,sector 109,1.26,6542.0,3,2,3,8.0,Relatively New,1701.0,0,0,0,0,0,0,121,642.0
flat,tulip violet,sector 69,1.7,8625.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,111,492.75
flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,1,0,0,127,527.3333333333334
flat,tulip violet,sector 69,1.3,8286.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,1,110,523.0
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,1,110,523.0
flat,tulip violet,sector 69,2.0,9950.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,118,502.5
flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1455.0,0,0,0,1,0,0,110,536.3333333333334
flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New Property,2599.0,0,0,0,0,1,2,188,718.0
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,6.0,New Property,1929.0,0,0,0,0,1,2,194,710.6666666666666
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,21.0,Moderately Old,1550.0,0,0,0,0,0,0,46,581.6666666666666
flat,sbtl caladium,sector 109,1.8,7073.0,3,3,3+,10.0,Relatively New,2000.0,0,0,0,0,0,0,188,848.3333333333334
flat,sbtl caladium,sector 109,1.35,7181.0,3,2,3+,12.0,Relatively New,1477.0,0,0,0,0,0,1,150,626.6666666666666
flat,m3m golfestate,sector 65,5.4,18127.0,3,4,3,19.0,Moderately Old,2696.0,1,0,0,0,1,5,205,993.0
flat,shree arihant apartment,sector 54,1.55,7381.0,3,3,3+,3.0,Moderately Old,2000.0,0,1,0,1,0,1,142,700.0
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,1,175,841.0
flat,the lions cghs,sector 56,2.09,8708.0,4,4,3+,7.0,Relatively New,2300.0,0,1,0,0,0,1,150,600.0
flat,sunischit apartments,sector 54,1.75,7955.0,3,3,3+,6.0,Moderately Old,2100.0,0,0,0,0,1,1,144,733.3333333333334
flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,0,0,0,1,1,12,573.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,3.0,Relatively New,1600.0,1,0,0,0,1,5,46,550.0
flat,dlf the ultima,sector 81,2.4,11412.0,3,4,3+,19.0,Relatively New,2103.0,0,0,0,0,1,2,197,701.0
flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,0,0,0,1,1,193,633.3333333333334
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderately Old,1668.0,0,0,0,1,1,1,145,618.0
flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Relatively New,3200.0,0,0,0,0,1,5,193,750.0
flat,bptp terra,sector 37d,1.72,9498.0,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,1,24,603.6666666666666
flat,m3m skywalk,sector 74,1.47,10954.0,2,2,3,26.0,New Property,1281.0,0,0,0,0,0,1,49,671.0
flat,chd avenue,sector 71,1.1,6104.0,3,4,3,3.0,Moderately Old,1631.0,0,0,0,0,1,0,28,600.6666666666666
flat,chd avenue,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,1985.0,0,0,0,0,1,0,88,548.25
flat,chd avenue,sector 71,1.3,5532.0,4,4,3,5.0,Moderately Old,2127.0,0,0,0,0,1,0,155,587.5
flat,chd avenue,sector 71,1.35,5745.0,4,4,3,8.0,Moderately Old,2127.0,0,0,0,0,1,0,28,587.5
flat,bptp mansions park prime,sector 66,3.0,10854.0,4,4,3,3.0,Relatively New,2700.0,1,1,0,1,1,5,197,691.0
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3+,9.0,Relatively New,1548.0,0,1,0,0,0,1,193,643.0
flat,bestech park view city,sector 49,3.0,12589.0,4,4,3,5.0,Moderately Old,2200.0,0,0,0,1,1,1,160,595.75
flat,hsiidc sidco aravali,sector 8,0.9,3478.0,3,3,3+,8.0,Moderately Old,1900.0,0,0,0,0,1,0,30,862.6666666666666
flat,sunischit apartments,sector 54,1.75,7955.0,3,4,3+,5.0,Moderately Old,1900.0,0,0,0,0,1,1,79,733.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.0,3,3,3,9.0,Relatively New,1676.0,0,0,0,0,0,0,40,617.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,1531.0,0,0,0,0,0,0,46,564.0
flat,ats kocoon,sector 109,1.6,9169.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,0,97,581.6666666666666
flat,mahindra aura,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,1,168,483.3333333333333
flat,mahindra aura,sector 110,1.8,8815.0,3,3,3+,7.0,Relatively New,1850.0,0,0,0,0,1,1,164,680.6666666666666
flat,bestech park view spa next,sector 67,2.7,11489.0,4,4,3+,9.0,Moderately Old,2127.0,0,0,0,1,1,5,173,587.5
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,3,5.0,Relatively New,1900.0,0,0,0,0,0,0,46,643.3333333333334
flat,mapsko royale ville,sector 82,1.15,6425.0,3,4,2,15.0,Relatively New,1620.0,0,0,0,1,1,1,136,596.6666666666666
flat,emaar gurgaon greens,sector 102,1.49,9030.0,3,3,3,10.0,Relatively New,1315.0,0,0,0,0,0,1,183,550.0
