property_type,society,sector,price,pricePerSqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,others,store room,pooja room,servant room,furnishing_type,luxury_score,area_per_bedroom
flat,woodstock floors,sector 50,1.05,10628.0,2,2,2,2.0,Moderately Old,1098.0,0,0,0,0,0,0,57,494.0
flat,mvn athens,sector 33,0.25,3671.0,2,2,1,11.0,Relatively New,681.0,0,0,0,0,0,1,76,340.5
flat,adani aangan galleria,sector 89,0.42,4941.0,2,2,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0,425.0
flat,birla navya,sector 63a,2.1,16667.0,2,2,2,2.0,Under Construction,1400.0,0,0,0,0,0,0,59,630.0
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,77,575.0
flat,sare crescent parc,sector 92,1.44,7069.0,4,4,3,8.0,Relatively New,2267.0,0,0,0,0,0,0,56,509.25
flat,sare crescent parc,sector 92,0.71,4934.0,3,3,2,6.0,Relatively New,1596.0,0,0,0,0,0,0,56,479.6666666666667
flat,breez global heights,sector 33,0.21,5330.0,1,1,1,2.0,Relatively New,438.0,0,0,0,0,0,0,24,394.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1786.0,0,0,0,0,0,0,170,595.3333333333334
flat,signature the roselia,sector 95,0.41,7295.0,2,2,2,12.0,New Property,670.0,0,0,0,0,0,1,99,281.0
flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,1,97,394.6666666666667
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,36,400.0
flat,hsiidc sidco aravali,sector 8,0.9,3478.0,3,3,3,2.0,Old Property,1900.0,0,0,0,0,1,2,24,862.6666666666666
flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,8.0,Old Property,1989.0,0,0,0,0,0,0,124,596.6666666666666
flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,0,70,602.0
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,584.0,0,0,0,0,0,0,0,263.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0,1030.0
flat,sare crescent parc,sector 92,0.87,4971.0,4,4,2,2.0,Moderately Old,1584.0,0,0,1,0,0,2,125,437.5
flat,paras irene,sector 70a,1.3,9220.0,2,2,3,19.0,Moderately Old,1426.0,0,0,0,0,0,5,46,705.0
flat,signature the roselia,sector 95,0.48,7164.0,2,2,2,6.0,Relatively New,744.0,0,0,0,0,0,0,22,335.0
flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,1.0,Moderately Old,1236.0,0,0,0,0,0,1,130,683.0
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,0,0,547.5
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,590.0,0,0,0,0,0,1,26,319.5
flat,central park flower valley aqua front towers,sector 33,1.7,9450.0,3,3,3+,5.0,New Property,1697.0,0,0,0,0,0,1,57,599.6666666666666
flat,rwa,sector 7,0.48,6000.0,3,2,1,1.0,New Property,889.0,0,0,0,0,0,0,22,266.6666666666667
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,1,24,550.0
flat,aipl joy square,sector 63a,0.7,10101.0,1,1,0,7.0,Under Construction,693.0,0,0,0,0,0,0,0,693.0
flat,signature global city 63a,sector 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,0,0,524.5
flat,housing board colony,sector 51,0.3,7317.0,1,1,2,0.0,Old Property,459.0,0,0,0,0,0,0,0,410.0
flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,3.0,Moderately Old,1127.0,0,0,0,0,0,0,34,622.5
flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,New Property,1444.0,0,0,0,0,0,0,0,650.0
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1296.0,0,0,0,0,0,0,65,648.0
flat,dlf 76,sector 76,4.0,11429.0,4,4,2,4.0,Under Construction,3889.0,1,0,0,0,1,5,100,875.0
flat,ats marigold,sector 89,1.85,8605.0,3,3,3+,12.0,New Property,1946.0,0,0,0,0,1,0,36,716.6666666666666
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,66,650.0
flat,godrej nature plus,sector 33,1.3,8349.0,3,2,3+,18.0,New Property,1409.0,0,0,0,0,0,0,52,519.0
flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,0,66,478.3333333333333
flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0,631.0
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0,600.0
flat,godrej nature plus,sector 33,1.35,8671.0,3,2,3+,17.0,New Property,1409.0,0,0,0,0,0,0,52,519.0
flat,ansal heights 86,sector 86,0.95,5621.0,3,2,1,6.0,New Property,1878.0,0,0,0,0,0,0,18,563.3333333333334
flat,shree vardhman flora,sector 90,0.7,4614.0,2,2,3,9.0,New Property,1224.0,1,1,0,0,0,0,55,758.5
flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively New,2204.25,0,0,0,0,1,2,164,407.75
flat,hcbs sports ville,sector 33,0.2,4219.0,1,1,1,3.0,New Property,474.042156,0,0,0,0,0,0,77,474.0
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,905.0,0,0,0,0,0,0,52,500.0
flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,0,0,0,60,555.0
flat,ats marigold,sector 89,1.7,9714.0,3,3,3+,8.0,Under Construction,1944.0,1,0,0,0,0,0,82,583.3333333333334
flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2,2,2,7.0,Relatively New,657.0,0,0,0,0,0,0,99,363.0
flat,dlf the arbour,sector 63,7.52,18999.0,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,0,71,989.5
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2553.0,0,0,0,0,1,0,73,574.5
flat,godrej nature plus,sector 33,1.2,14371.0,2,2,3,1.0,New Property,86.0,0,0,0,0,0,0,76,417.5
flat,tulip lemon,sector 69,0.6,10000.0,2,1,1,12.0,Relatively New,667.0,0,0,0,0,0,0,33,300.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,5,3,0.0,New Property,2167.0,0,0,0,0,0,0,93,650.0
flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,1,18,299.0
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,3.0,New Property,998.0,1,1,0,0,0,0,113,551.5
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3,3,3+,14.0,Relatively New,2150.0,0,0,0,0,0,0,0,716.6666666666666
flat,bptp astaire gardens,sector 70a,1.2,7059.0,3,3,3+,2.0,Relatively New,1450.0,0,0,0,0,0,2,51,566.6666666666666
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,New Property,778.0,0,0,0,0,0,0,106,700.0
flat,signature global city,sector 37d,1.1,8494.0,3,3,2,2.0,Under Construction,1439.0,0,0,0,0,0,0,36,431.6666666666667
flat,pareena mi casa,sector 68,1.15,9237.0,2,2,3,8.0,New Property,1127.0,0,0,0,0,0,0,46,622.5
flat,huda housing board society,sector 52,0.45,9740.0,1,1,0,0.0,Moderately Old,513.0,0,0,0,1,0,1,49,462.0
flat,signature the serenas,sector 33,0.45,8475.0,2,2,1,10.0,New Property,590.0,0,0,0,0,0,0,26,265.5
flat,signature global orchard avenue,sector 93,0.4,5479.0,2,2,0,0.0,Relatively New,730.0,0,0,0,0,0,0,0,365.0
flat,trisara our homes 3,sector 33,0.4,4479.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0,446.5
flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,0,70,826.5
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,60,450.0
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,63,550.0
flat,m3m heights,sector 65,1.9,14996.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,0,76,633.5
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1652.0,0,0,0,0,0,0,70,608.3333333333334
flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,13.0,New Property,2018.0,0,0,1,0,0,0,117,672.6666666666666
flat,signature global park,sector 33,0.54,6391.0,2,2,3,4.0,New Property,676.0,0,0,0,0,0,0,42,422.5
flat,hcbs sports ville,sector 33,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,0,104,700.0
flat,gls arawali homes,sector 33,0.29,6029.0,2,2,2,9.0,Relatively New,534.0,0,0,0,0,0,0,62,240.5
flat,global hill view,sector 11,0.33,4269.0,2,2,0,11.0,Old Property,761.0,0,0,0,0,0,0,0,386.5
flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,Relatively New,301.0,0,0,0,0,0,0,72,301.0
flat,chintamani,sector 103,1.57,8509.0,3,3,3,1.0,Relatively New,1845.0,0,0,0,0,0,0,0,615.0
flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,0,0,0,40,475.0
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3,3,3+,3.0,Under Construction,1600.0,0,0,0,1,0,0,72,480.0
flat,tulip violet,sector 69,2.0,10168.0,4,4,1,12.0,Relatively New,2186.0,0,0,0,0,0,0,70,491.75
flat,signature global park,sector 33,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,69,403.3333333333333
flat,eldeco accolade,sector 33,0.78,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,1,90,632.0
flat,chd avenue,sector 71,0.95,7930.0,2,2,2,5.0,Moderately Old,1084.0,0,0,0,0,0,1,171,599.0
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,0,0,783.3333333333334
flat,birla navya,sector 63a,3.3,15349.0,3,3,3,4.0,Under Construction,2150.0,0,0,0,0,1,0,63,716.6666666666666
flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderately Old,80.0,1,0,0,0,0,0,12,648.0
flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,4,4,3,1.0,New Property,2371.0,0,0,0,0,1,1,47,533.5
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,0,30,432.6666666666667
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,0,30,432.6666666666667
flat,godrej nature plus,sector 33,1.7,12593.0,3,3,3+,6.0,New Property,1500.0,0,0,0,0,1,0,60,450.0
flat,godrej oasis,sector 88a,1.4,7568.0,3,3,3+,4.0,Relatively New,1674.0,0,0,0,0,0,1,60,616.6666666666666
flat,sare homes,sector 92,0.58,4099.0,3,3,3,3.0,New Property,1281.0,0,0,0,0,0,0,57,471.6666666666667
flat,bestech altura,sector 79,2.55,9533.0,4,5,2,4.0,New Property,2675.0,0,0,0,0,1,0,42,668.75
flat,hero homes,sector 104,1.9,11249.0,3,3,3,16.0,Under Construction,1365.0,0,0,0,1,0,1,118,563.0
flat,m3m sierra 68,sector 68,1.25,10246.0,2,2,3,4.0,New Property,938.0,0,0,0,0,0,1,42,610.0
flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,Relatively New,1683.0,1,0,0,0,0,1,60,666.6666666666666
flat,sare green parc 2,sector 92,0.75,4744.0,3,3,3,2.0,Relatively New,1415.0,0,1,0,0,0,1,46,527.0
flat,dlf express greens,sector 8,1.6,6809.0,4,6,3+,4.0,Relatively New,2611.0,1,0,0,1,1,0,46,587.5
flat,m3m woodshire,sector 107,1.15,7497.0,2,2,3,0.0,Relatively New,1281.0,1,0,0,0,0,1,30,767.0
flat,hero homes,sector 104,1.4,15819.0,3,2,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,46,295.0
flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,0,0,1,1,1,46,594.6666666666666
flat,signature global park,sector 33,0.75,6938.0,3,2,3+,4.0,New Property,1201.0,0,0,0,0,0,0,109,360.3333333333333
flat,suncity vatsal valley,sector 2,1.0,13333.0,2,2,2,3.0,New Property,833.0,0,0,0,0,0,1,16,375.0
flat,signature global superbia,sector 95,0.4,6723.0,2,2,3,2.0,Under Construction,661.0,0,0,0,0,0,0,0,297.5
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,1950.0,0,0,0,1,1,0,46,650.0
flat,m3m heights,sector 65,2.1,16653.0,2,2,3,8.0,New Property,1015.0,0,0,0,0,0,0,58,630.5
flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,67,516.3333333333334
flat,karmyogi apartment,sector 10a,2.3,6466.0,6,4,2,6.0,Moderately Old,3951.0,0,0,0,0,0,0,0,592.8333333333334
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,0,0,0,70,633.3333333333334
flat,smart world orchard,sector 61,2.0,12912.0,3,3,2,3.0,New Property,1721.0,0,1,0,0,0,0,67,516.3333333333334
flat,supertech araville,sector 79,1.0,6536.0,2,2,3,4.0,Relatively New,1700.0,1,0,0,0,0,0,26,765.0
flat,orris aster court,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,1436.0,0,0,0,0,0,0,46,529.0
flat,dlf beverly park,sector 25,8.0,15385.0,5,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,2,28,1040.0
flat,aipl club residences,sector 70a,0.95,10215.0,2,2,1,11.0,New Property,930.0,0,0,0,0,0,1,132,465.0
flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,2.0,Old Property,2400.0,1,0,1,0,1,1,52,400.0
flat,m3m golf hills,sector 79,1.45,10211.0,2,2,3,15.0,Under Construction,1578.0,0,0,0,0,0,0,67,710.0
flat,signature global city,sector 37d,1.25,6083.0,3,3,3,4.0,Under Construction,2283.0,0,0,0,0,0,1,41,685.0
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,1,124,787.5
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,0,0,0,1,1,46,600.0
flat,suncity vatsal valley,sector 2,1.53,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,1,141,476.6666666666667
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,1,60,442.0
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2,2,0,5.0,Relatively New,549.0,0,0,0,0,0,0,0,300.0
flat,signature global park,sector 33,0.56,6813.0,2,2,3,3.0,New Property,913.0,0,0,0,0,0,0,90,411.0
flat,conscient elevate,sector 59,6.75,19882.0,4,4,2,10.0,New Property,2567.0,0,0,0,0,1,0,53,848.75
flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Under Construction,1091.0,0,0,0,0,0,0,39,363.6666666666667
flat,godrej air,sector 85,1.4,10000.0,2,2,3,23.0,Relatively New,1400.0,0,0,0,0,0,0,62,700.0
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,New Property,633.0,0,0,0,0,0,0,19,350.0
flat,hero homes,sector 104,1.35,9568.0,3,2,2,18.0,New Property,1094.0,0,0,0,0,0,0,46,470.3333333333333
flat,central park flower valley,sector 33,1.2,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,79,593.3333333333334
flat,supertech araville,sector 79,0.71,5521.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,0,0,643.0
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,1,62,475.0
flat,m3m soulitude,sector 89,1.14,8000.0,3,3,2,2.0,Under Construction,1581.0,1,0,0,0,0,0,93,475.0
flat,on request,sector 103,1.69,9145.0,3,3,3+,8.0,Relatively New,1670.0,0,0,0,0,0,0,46,616.0
flat,raheja maheshwara,sector 33,0.48,4368.0,2,2,2,11.0,Under Construction,995.0,0,0,0,0,0,0,65,549.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2,2,2,14.0,New Property,1145.0,0,0,0,0,0,0,178,481.5
flat,dlf 3 apartment,sector 24,2.5,7143.0,4,4,3+,2.0,Old Property,3167.0,1,0,0,1,1,1,14,875.0
flat,vipul lavanya,sector 81,0.75,5967.0,2,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,1,36,628.5
flat,godrej,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,0,0,748.0
flat,signature global park,sector 33,0.58,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,0,69,411.0
flat,ansal heights 86,sector 86,0.64,4706.0,2,2,1,3.0,New Property,1360.0,0,0,0,0,0,0,77,680.0
flat,umang winter hills,sector 77,1.2,6586.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,0,0,0,58,607.3333333333334
flat,orris aster court,sector 85,0.93,5671.0,3,3,3,8.0,Relatively New,1587.0,0,0,0,0,0,0,0,546.6666666666666
flat,supertech hues,sector 68,0.8,6780.0,2,2,3+,14.0,New Property,1180.0,0,0,0,0,0,1,28,590.0
flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,366.0,0,0,0,0,0,2,141,417.0
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,1,73,329.3333333333333
flat,pyramid urban,sector 67a,0.7,11844.0,2,2,1,14.0,New Property,657.0,0,0,0,0,0,0,42,295.5
flat,oriental valley chs,sector 9a,1.5,8108.0,4,3,3+,8.0,Moderately Old,2056.0,0,0,0,0,0,1,34,462.5
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,436.0,0,0,0,0,0,1,36,392.0
flat,smart world gems,sector 89,1.1,9973.0,3,1,0,0.0,New Property,1103.0,0,0,0,0,0,0,63,367.6666666666667
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0,375.0
flat,central park flower valley,sector 33,1.35,10385.0,3,2,2,3.0,New Property,1444.0,0,0,0,0,0,1,108,433.3333333333333
flat,orchid island,sector 51,1.7,10652.0,3,4,3,2.0,Moderately Old,1773.0,0,0,1,1,0,0,103,532.0
flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,4.0,Relatively New,537.0,0,0,0,0,0,0,36,241.5
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,New Property,800.0,0,0,0,1,0,2,0,360.0
flat,m3m sierra 68,sector 68,1.2,9002.0,2,2,3,1.0,Relatively New,982.0,0,0,0,0,0,2,87,666.5
flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,0,0,0,12,400.0
flat,kendriya vihar,sector 56,0.47,7769.0,1,1,1,3.0,Old Property,672.0,0,0,0,0,0,1,61,605.0
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3222.0,0,0,0,0,1,1,43,966.6666666666666
flat,emaar mgf palm studios,sector 66,1.7,13503.0,2,2,2,7.0,Relatively New,1072.0,0,1,0,0,0,1,103,629.5
flat,ild greens,sector 37c,0.95,5067.0,3,3,3+,0.0,New Property,1697.0,0,0,0,0,0,0,65,625.0
flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,1747.0,0,0,0,1,0,2,98,637.6666666666666
flat,signature global city 81,sector 81,0.82,8641.0,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,0,66,474.5
flat,spaze privvy the address,sector 93,1.25,5700.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,0,0,548.25
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,0,0,590.0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4,3,2,1.0,Relatively New,3150.0,0,0,0,0,1,0,0,787.5
flat,mapsko casa bella,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,0,69,633.75
flat,trisara our homes 3,sector 33,0.35,5564.0,2,2,1,2.0,New Property,699.0,0,0,0,0,0,0,82,314.5
flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,72,816.6666666666666
flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0,623.0
flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,1,0,121,600.0
flat,ats marigold,sector 89,1.5,8499.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,0,112,588.3333333333334
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,1,123,652.0
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3077.0,0,0,1,0,1,1,110,850.0
flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,0,0,0,62,568.0
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New Property,1778.0,0,0,0,0,0,0,18,400.0
flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,0,46,551.5
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3,3,3,4.0,New Property,2700.0,0,1,0,0,0,0,40,366.6666666666667
flat,smart world orchard,sector 61,2.55,15644.0,3,3,2,4.0,New Property,1630.0,0,1,0,0,0,1,30,543.3333333333334
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1141.0,0,1,0,0,0,0,0,420.3333333333333
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0,658.3333333333334
flat,signature global park,sector 33,0.75,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,69,540.5
flat,eldeco accolade,sector 33,1.35,6136.0,3,3,3,2.0,New Property,2444.0,0,0,0,0,1,0,90,733.3333333333334
flat,tulip violet,sector 69,1.65,8871.0,3,3,2,1.0,Relatively New,1578.0,0,0,0,0,0,1,93,620.0
flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively New,1376.0,0,0,0,0,0,0,42,506.6666666666667
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,0,0,0,1,1,54,658.3333333333334
flat,puri diplomatic greens,sector 111,3.9,13000.0,4,5,3+,6.0,Relatively New,2996.0,0,0,0,0,1,2,184,750.0
flat,breez global heights,sector 33,0.46,4842.0,2,2,2,4.0,Relatively New,800.0,0,0,0,0,0,2,102,475.0
flat,shri ram apartments,sector 4,0.32,3368.0,2,2,1,4.0,Relatively New,1056.0,0,0,0,0,0,1,10,475.0
flat,breez global hill view,sector 33,0.42,7179.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,0,51,292.5
flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,0,71,987.5
flat,bsf chs,sector 2,0.95,5938.0,3,3,3,13.0,Old Property,1778.0,0,0,0,0,0,0,36,533.3333333333334
flat,kibithu villas,sector 48,3.45,12778.0,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,0,0,0,675.0
flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively New,1350.0,0,0,0,0,0,0,0,450.0
flat,hsiidc sidco shivalik apartments,sector 8,0.85,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0,0,0,555.3333333333334
flat,tarc maceo,sector 91,0.95,5952.0,2,2,2,10.0,Relatively New,1186.0,0,0,0,0,0,0,90,798.0
flat,dnha group housing society,sector 8,0.75,4518.0,3,2,2,5.0,Moderately Old,1502.0,0,0,0,0,0,0,0,553.3333333333334
flat,nbcc heights,sector 89,0.75,6579.0,2,2,2,6.0,Moderately Old,1032.0,0,0,0,0,0,0,0,570.0
flat,vatika gurgaon,sector 83,1.4,6629.0,3,3,2,7.0,Relatively New,1570.0,0,0,0,0,0,1,83,704.0
flat,malibu towers,sector 47,2.45,10699.0,3,4,2,1.0,Old Property,2544.0,1,0,0,0,0,1,42,763.3333333333334
flat,supertech hues,sector 68,1.0,8475.0,2,2,3,23.0,New Property,1311.0,0,0,0,0,0,0,46,590.0
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1581.0,1,0,0,0,0,0,46,474.3333333333333
flat,tulip purple,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2172.0,0,0,0,0,1,0,36,600.0
flat,park view apartments,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,0,56,483.3333333333333
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,0,0,0,516.6666666666666
flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0,500.0
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,3,3,2,17.0,New Property,2297.0,0,0,0,0,0,1,32,846.0
flat,chd avenue,sector 71,1.4,7946.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,1,151,587.3333333333334
flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,0,60,588.6666666666666
flat,m3m skywalk,sector 74,1.6,11380.0,2,2,2,28.0,New Property,1272.0,0,0,0,0,0,0,18,703.0
flat,vatika city homes,sector 83,0.75,5660.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,1,62,662.5
flat,m3m sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,77,870.0
flat,raheja vedaanta,sector 108,0.7,4522.0,2,2,3,1.0,Relatively New,1548.0,0,0,0,0,0,0,0,774.0
flat,ashiana anmol,sector 33,0.9,7059.0,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,0,0,637.5
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2,2,3,10.0,New Property,1250.0,0,0,0,0,0,0,0,625.0
flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Relatively New,2380.0,0,0,0,1,1,1,46,657.5
flat,ild grand,sector 37c,1.35,7143.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,0,67,630.0
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,68,705.0
